Date,Time,Sqn,TOTAL ABORT?,Target Location,Target Description,Target Type,"Raid=1, Alert=0",Summary Rec (T/F) or Comments,COM-PLETE,Bomb Wgt (LB),A/C Launched,ABORT WX,ABORT MECH,ABORT OTHR,DIVERT WX,DIVRT MECH,DIV DISOR,BOMB-ING,Miss- ing,FL-NO DAMAGE,FL-DAMAGE,Alt. (Feet),Rec #,Air Fight ?,A/C Type,T.O. Time,RTB Time,Bombing Time or Midpoint,Dura- tion (Hrs),Base,Distance From Base (Km),Killed,Woun-ded,Damage (Marks),Damage (Francs),# Bombs,Time Lost (Hours),Other Cost (Marks),Other Cost (Francs),Alternate Location Name,Raid or Alert Length (Hrs),"Page #, Maurer Maurer, v.IV, or other Reference",Comments,Chrono- logical Order
29Apr17,Night,GB4/F.130,,Colmar,Airfield,A,,FALSE,FALSE,290,,,,,,,,1,,,,,,No,Farman,,,,,Luxeuil-les-Bains,75,,,,,6,,,,,,GB4 War Diary Image 0102,"Five Farmans T.O., 1 RTB with engine trouble. Each bombed their own target with 6x155mm = 132kg. Two pilots punished for not following orders tho I am not clear on the details.",1337
29Apr17,Night,GB4/F.130,,Mulheim,Rail Stn,R,,FALSE,FALSE,290,,,,,,,,1,,,,,,No,Farman,,,,,Luxeuil-les-Bains,90,,,,,6,,,,,,GB4 War Diary Image 0102,"Five Farmans T.O., 1 RTB with engine trouble. Each bombed their own target with 6x155mm = 132kg. Two pilots punished for not following orders tho I am not clear on the details.  CORRECT SPELLING IS Müllheim.",1338
29Apr17,Night,GB4/F.130,,Schlestadt (near),Trains,R,,FALSE,FALSE,290,,,,,,,,1,,,,,,No,Farman,,,,,Luxeuil-les-Bains,95,,,,,6,,,,,,GB4 War Diary Image 0102,"Five Farmans T.O., 1 RTB with engine trouble. Each bombed their own target with 6x155mm = 132kg. Two pilots punished for not following orders tho I am not clear on the details.",1339
29Apr17,Night,GB4/F.130,,Black Forest,Factory,O,,FALSE,FALSE,290,,,,,,,,1,,,,,,No,Farman,,,,,Luxeuil-les-Bains,,,,,,6,,,,,,GB4 War Diary Image 0102,"Five Farmans T.O., 1 RTB with engine trouble. Each bombed their own target with 6x155mm = 132kg. Two pilots punished for not following orders tho I am not clear on the details.",1340
29Apr17,Night,CEP115,,"Thionville, Carlschutte, Bensdorf",RR Stn; Works; RR Stn,R,,TRUE,TRUE,7150,10,0,2,,,,,8,0,0,1,7464,,No,Caproni,,,,2.50,Malzéville,70,,,,,233,,,,,,CEP115 Log Images 0066-7,"CEP115 was not mentioned in GB1 War Diary after 15FEB1917 and may no longer be part of GB1.  Caproni #16 crashed on takeoff on this date and the log entry is in the middle of the raid entries.  Does not specifically say so, but I'm assuming it was supposed to go on the bombing raid. Caproni #52 had to abort Thionville raid with trouble with right LeRhone engine.",1341
29Apr17,Night,CEP115,,Thionville,RR Stn,R,,FALSE,FALSE,4400,,,,,,,,5,,,,7218,,No,Caproni,,,,2.33,Malzéville,70,,,,,160,,,,,,CEP115 Log Images 0066-7,"Capronis #22,51,26,30,20",1342
29Apr17,Night,CEP115,,Carlschutte,Works,B,,FALSE,FALSE,1760,,,,,,,,2,,,,8858,,No,Caproni,,,,2.50,Malzéville,70,,,,,64,,,,,,CEP115 Log Images 0066-7,"Capronis #31,40. Log says target was ""Works""; Mauer Mauer says Karlschutten was steel works; also refers to it as Carl Foundry.  No bombs hit there that day or any day near it.",1343
29Apr17,Night,CEP115,,Bensdorf,RR Stn,R,,FALSE,FALSE,990,,,,,,,,1,,,,5906,,No,Caproni,,,,1.42,Malzéville,45,,,,,9,,,,,,CEP115 Log Images 0066-7,Caproni #15,1344
29Apr17,Night,100,FALSE,Douai,"Trains,Stn near Douai",R,,FALSE,TRUE,640,4,-1,-1,-1,-1,-1,-1,4,0,0,0,,30,,FE2,,,,,Izel-lès-Hameau,40,,,,,,,,,,,G.K. Williams Summary,,1345
29Apr17,23:10,,,Thionville - Rail,,,0,"ALERT ONLY - ""Delay in engine movements.""",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,3,,,,3,NARA 990,,1346
29Apr17,Night,,,Differdange,,,0,2 ALERTS. LOSS IN PRODUCTION OF IRON @ 498M PER TON.,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,42330,,"Differdingen, Lux.",,NARA 990,,1347
29Apr17,Night,,,Rumelingen & Ottlingen BF,,,0,"Loss of Fe production at blast furnace computed at 500M per ton (MM, p.494)",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,8500,,Luxembourg,,NARA 990 Roll 58,,1348
30Apr17,Night,GB1,,Chatelet s/ Retourne; Pont Faverger & Warmeriville; Merland farm; St-Soupplet,Airfield; RR stns; airfield; bivouacs,A,,"Voisin units - 9 of 13 bombed airfield - T.O.2030-2400; bombed 2130-0100.  CHANGED ""VOISIN"" TO ""VOISIN8"" BASED ON D&S INFO THAT NO VOISIN 5s REMAINED AFTER DEC1915 - CORROBORATED BY BOMBWGT/PLANE DATA.",,5005,14,,1,,,,,13,0,0,0,,,No,Voisin8,20:30,,23:15,,Villeneuve,55,,,,,169,,,,,,GB1 War Diary Image 0149,,1349
30Apr17,23:05,,,Thionville - Rail,,,0,"RECORD IS CONFUSING.  2 ALERTS, 2305-0005 & 0020-0110.  MAY HAVE OCCURRED THE PREVIOUS NIGHT OR AT 1105 & 1220 THAT DAY. ""Great traffic interruptions.""",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,1.833333333,,,,1.833333333,NARA 990,,1350
30Apr17,Night,,,Differdange,,,0,ALERT ONLY. LOSS IN PRODUCTION OF IRON @ 498M PER TON.,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,14940,,"Differdingen, Lux.",,NARA 990,,1351
30Apr17,Night,,,Rumelingen & Ottlingen BF,,,0,"Loss of Fe production at blast furnace computed at 500M per ton (MM, p.494)",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,8500,,Luxembourg,,NARA 990 Roll 58,,1352
01May17,Day,"GB1/SOP66,111",FALSE,Sissone,Camp,T,,8 Sopwiths & 10 SPAD escorts - bombed at 1015.,,704,8,,,,,,,8,0,0,0,,,No,Sopwith,,,10:15,,Villeneuve,,,,,,32,,,,,,GB1 War Diary Image 0149,,1353
01May17,Night,"GB1/VC110,VB114",,"Chatelet, le Merland; Pont Faverger",Airfields; RR stns,A,,11 Voisins T.O. 2110-2330 (1 made 2 sorties). 7 bombed Chatelet airfield.,,3487,12,,2,,,,,10,0,0,0,,,No,Voisin8,21:10,,,,Villeneuve,55,,,,,121,,,,,,GB1 War Diary Image 0149,,1354
01May17,Night,GB4/F.130,Yes,Unknown,,,,Total abort due to weather. 1 force-landed without damage; unknown number of others RTB.,,,,,,,,,,0,0,1,0,,,No,Farman,,,,,Luxeuil-les-Bains,,,,,,0,,,,,,GB4 War Diary Image 0102,,1355
01May17,Night,GB4/F.130,,Lahr,Airship shed,A,,1 Farman dropped 6x155mm shells (22kg each) at 2400 hours. Results not seen.,,290,1,,,,,,,1,,,,,,No,Farman,,,0:00,,Luxeuil-les-Bains,125,,,,,6,,,,,,GB4 War Diary Image 0102,,1356
01May17,Night,,,Differdange,,,0,2 ALERTS. LOSS IN PRODUCTION OF IRON @ 498M PER TON.,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,64740,,"Differdingen, Lux.",,NARA 990,,1357
01May17,Night,,,Rumelingen & Ottlingen BF,,,0,"Loss of Fe production at blast furnace computed at 500M per ton (MM, p.494)",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,23000,,Luxembourg,,NARA 990 Roll 58,,1358
02May17,Day,GB4/Sop123,,Habsheim,Airfield,A,,3 Sopwith bombers and 3 Sopwith fighters (not counted) attacked at 0700. Each bomber dropped 4x65lb English bombs.  1 fighter was a photo plane that took 3 photos.  Attacked by 2 enemy planes on the way back but all RTB.,,780,3,,,,,,,3,0,0,0,,,Yes,Sopwith,,,7:00,,Luxeuil,75,,,,,,,,,,,GB4 War Diary Image 0103,,1359
02May17,Night,100,FALSE,Valenciennes & Somain,Rail Stn & Trains,R,,TRUE,TRUE,1336,8,-1,-1,-1,-1,-1,-1,8,0,0,0,500,31,,FE2,,,,,Izel-lès-Hameau,70,,,,,,,,,,,G.K. Williams Summary,,1360
02May17,Night,100,FALSE,Valenciennes,Goods Stn,R,,FALSE,FALSE,448,8,-1,-1,-1,-1,-1,-1,8,0,0,0,500,32,,FE2,,,,,Izel-lès-Hameau,70,,,,,,,,,,,G.K. Williams Summary,,1361
02May17,Night,100,FALSE,"Somain, Cantin, Escaudin",Trains,R,,FALSE,FALSE,776,8,-1,-1,-1,-1,-1,-1,8,0,0,0,,33,,FE2,,,,,Izel-lès-Hameau,50,,,,,,,,,,,G.K. Williams Summary,,1362
02May17,Night,100,FALSE,La Goules,Rail Stn,R,,FALSE,FALSE,112,8,-1,-1,-1,-1,-1,-1,8,0,0,0,,34,,FE2,,,,,Izel-lès-Hameau,,,,,,,,,,,,G.K. Williams Summary,,1363
02May17,Night,GB1,,Chatelet s/ Retourne;Bethienville; Pont Faverger; between St-Hilaire-le-Petit & St-Martin le Heureux,Airfield; 2 RR stns; Bivouac,A,,"T.O. 2100-2330; 14 a/c; 15 sorties. Caused huge fire & explosions at Chatelet at 0025. All but 4 planes hit the airfield, the main objective. Two nighttime air combats. Esc.114 participated in this raid.  CHANGED ""VOISIN"" TO ""VOISIN8"" BASED ON D&S INFO THAT NO VOISIN 5s REMAINED AFTER DEC1915 - CORROBORATED BY BOMBWGT/PLANE DATA.",,4972,15,,,,,,,15,0,0,0,,,Yes,Voisin8,21:00,,0:25,,Villeneuve,55,,,,,172,,,,,,GB1 War Diary Image 0150,,1364
02May17,Night,GB1/S.111,,Orfeuil (SW of),Camp of Huts,T,,T.O. 0330. Bombed 0500. One single-seater Sopwith.,,220,1,,,,,,,1,0,0,0,,,Yes,Sopwith,3:30,,5:00,,Villeneuve,,,,,,10,,,,,,GB1 War Diary Image 0150,,1365
02May17,Night,CEP115,,Thionville; Carlschutte (at Thionville); maybe Courcelles RR stn,RR Stn & Bridge; Works,R,,TRUE,TRUE,5280,7,,1,,,,,6,0,0,0,7765,,No,Caproni,,,,2.50,Malzéville,70,,,,,192,,,,,,CEP115 Log Image 0067,It appears that Caproni #22 was sent to Courcelles to bomb RR stn but had to abort with engine trouble.  This is the interpretation I'm using in this database entry.  A less likely interpretation of the sketchy notes (since it doesn't list numbers of bombs) is that it diverted to Courcelles with engine trouble and bombed it.,1366
02May17,Night,CEP115,,Thionville,RR Stn & Bridge,R,,FALSE,FALSE,3520,,,,,,,,4,,,,7792,,No,Caproni,,,,2.50,Malzéville,70,,,,,128,,,,,,CEP115 Log Image 0067,"Capronis 20,51,26,52 targeted Thionville RR stn & bridge.",1367
02May17,Night,CEP115,,Carlschutte,Works (Steel Foundry),B,,FALSE,FALSE,1760,,,,,,,,2,,,,7710,,No,Caproni,,,,2.25,Malzéville,70,,,,,64,,,,,,CEP115 Log Image 0067,Capronis #31 & 30 bombed Carlschutte Works in Thionville - or thought they did.,1368
02May17,,GB3,,Essigny-le-Petit,,,,"D&S: Paul Schmitt bombers - ""successful"" raid",,,,,,,,,,,,,,,,,Paul Schmitt,,,,,,,,,,,,,,,,,,,1369
02May17,1:20,,,Thionville - Rail,,,0,"3 ALERTS - 0120-0230, 0245-0315, 0320-0420.  LIGHTS EXTINGUISHED AT 0120, APPARENTLY FOR THE WHOLE TIME.  ""Great traffic interruptions.""",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,3,,,,3,NARA 990,,1370
02May17,23:50,,,Trier (City),,,1,"Raid from 11.50PM to 12.20AM.  [INFO IN MAUER MAUER WAS GARBLED; CORRECTED WITH MICROFILM.]  Damage done to property of 122 people but 47 [of them] who were insured did not report amount.  Fire in lumber yard; damage to military treasury again, church, restaurant, bank, houses.  Injured man paid 75M charity.  RR lines and shops, plus some factories, stopped during alerts.",,,,,,,,,,,,,,,,,,,,,,,,0,1,219280,,38,0.5,75,,Treves,0.5,"421, NARA Roll 58",,1371
02May17,Night,,,Hagendingen,,,1,Night of 2/3 May about 22 bombs…no damage…,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,0,,Hagondange (Forges & Steel Mills),,388,,1372
02May17,Night,,,Differdange,,,0,2 ALERTS. LOSS IN PRODUCTION OF IRON @ 498M PER TON.,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,43326,,"Differdingen, Lux.",,NARA 990,,1373
02May17,Night,,,Rumelingen & Ottlingen BF,,,0,"Loss of Fe production at blast furnace computed at 500M per ton (MM, p.494)",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,14000,,Luxembourg,,NARA 990 Roll 58,,1374
02May17,,,,Uckange Commune,,,1,Bombs dropped at Treasury bldg of factory,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,"NARA 990, Roll 58",,1375
03May17,Day,GB4/Sop29,,Colmar,Airfield,A,,Bombed at 0600. 4 Sopwith bombers & 3 Sopwith fighters of S.29 & 1 Nieuport of Groupe 515. 4x65lb English bombs per bomber.  Planes heavily shelled by AAA crossing the lines and above Colmar. 1 bomber force-landed with engine trouble on the way back.  No results seen.,,1040,4,,,,,,,4,0,1,0,,,No,Sopwith,,,6:00,,Luxieuil-St-Sauveur,80,,,,,16,,,,,,GB4 War Diary Image 0103,,1376
03May17,Night,GB4/F.130,,Habsheim,Airfield,A,,Bombed at 2215 by 2 Farmans with 12x155mm bombs.,,581,2,,,,,,,2,,,,,,No,Farman,,,22:15,,Luxeuil-les-Bains,75,,,,,12,,,,,,GB4 War Diary Image 0103,,1377
03May17,Night,100,FALSE,"Lens,Mericourt,Carvin,...","Trains,Stns,Aerodrome",R,,TRUE,TRUE,800,7,-1,-1,-1,-1,-1,-1,5,0,0,0,536,35,,FE2,,,,,Izel-lès-Hameau,35,,,,,,,,,,,G.K. Williams Summary,,1378
03May17,Night,100,FALSE,Lens,Train Stn,R,,FALSE,FALSE,120,7,-1,-1,-1,-1,-1,-1,5,0,0,0,1000,36,,FE2,,,,,Izel-lès-Hameau,20,,,,,,,,,,,G.K. Williams Summary,,1379
03May17,Night,100,FALSE,Unknown,2 trains,R,,FALSE,FALSE,160,7,-1,-1,-1,-1,-1,-1,5,0,0,0,75,37,,FE2,,,,,Izel-lès-Hameau,,,,,,,,,,,,G.K. Williams Summary,,1380
03May17,Night,100,FALSE,Beaumony,Train,R,,FALSE,FALSE,40,7,-1,-1,-1,-1,-1,-1,5,0,0,0,100,38,,FE2,,,,,Izel-lès-Hameau,,,,,,,,,,,,G.K. Williams Summary,,1381
03May17,Night,100,FALSE,Mericourt,Trains in Stn,R,,FALSE,FALSE,120,7,-1,-1,-1,-1,-1,-1,5,0,0,0,1500,39,,FE2,,,,,Izel-lès-Hameau,20,,,,,,,,,,,G.K. Williams Summary,,1382
03May17,Night,100,FALSE,Carvin,Aerodrome,A,,FALSE,FALSE,80,7,-1,-1,-1,-1,-1,-1,5,0,0,0,500,40,,FE2,,,,,Izel-lès-Hameau,35,,,,,,,,,,,G.K. Williams Summary,,1383
03May17,Night,100,FALSE,Courrieres (N of...),Train,R,,FALSE,FALSE,80,7,-1,-1,-1,-1,-1,-1,5,0,0,0,500,41,,FE2,,,,,Izel-lès-Hameau,35,,,,,,,,,,,G.K. Williams Summary,,1384
04May17,Day,GB4/SOP123,,Sierentz (Sierens ?),RR stn,R,,"3 Sopwith bombers & 3 Sopwith fighters & 1 Nieuport of Groupe 515. Dropped 12 ""English"" bombs of 65lb at 0615 hours. Heavy AAA.  Attacked by about a dozen Germans.  1 bomber down in flames.",,780,3,,,,,,,3,1,0,0,,,Yes,Sopwith,,,6:15,,Luxeuil,80,,,,,12,,,,,,GB4 War Diary Images 0103-4,,1385
04May17,Night,100,FALSE,Douai (vicinity),Train,R,,FALSE,TRUE,160,1,-1,-1,-1,-1,-1,-1,1,0,0,0,,42,,FE2,,,,,Izel-lès-Hameau,40,,,,,,,,,,,G.K. Williams Summary,,1386
04May17,Night,GB1,,Juniville; Chatelet s/ Retourne;Bethienville; Ville s/ Retourne,Rail stn; airifield; RR stn; Lights,O,,"T.O.2130-0100. 18 a/c; 19 sorties. Violent fire started at Juniville rail stn. Esc.110 & 114 (others?) were involved.  CHANGED ""VOISIN"" TO ""VOISIN8"" BASED ON D&S INFO THAT NO VOISIN 5s REMAINED AFTER DEC1915 - CORROBORATED BY BOMBWGT/PLANE DATA.",,5962,19,1,1,,,,,17,0,0,0,,,Yes,Voisin8,21:30,,,,Villeneuve,,,,,,208,,,,,,GB1 War Diary Image 0150,,1387
04May17,Night,,,Differdange,,,1,1 RAID ON THIS NIGHT (4/5 MAY 1917). CASUALTIES & DIRECT DAMAGE UNKNOWN. LOSS IN PRODUCTION OF IRON @ 498M PER TON.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25398,,"Differdingen, Lux.",,NARA 990,,1388
04May17,Night,,,Rumelingen & Ottlingen BF,,,0,"Loss of Fe production at blast furnace computed at 500M per ton (MM, p.494)",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,9000,,Luxembourg,,NARA 990 Roll 58,,1389
05May17,Day,"GB1/S.66,S.111",,"Chamouille, Vorges RR stn; Bruyeres; Chernizy; Corbeny",Unknown,,,Mission 0840-1220.,,1056,12,,,,,,,12,0,0,0,,,Yes,Sopwith,8:40,12:20,10:30,3.67,Villeneuve,,,,,,48,,,,,,GB1 War Diary Image 0151,,1390
05May17,23:59,,,"Athus, Belgium",,,1,"Time given as midnight; presumably means 2400 vice 0000.  (Total damage in 8 raids: to town 19,000 francs; to Athus-Grevegne Works 400,000 francs.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,On Lux. border,,418,,1391
06May17,Night,100,FALSE,Dorignies,"Aerodrome, Factory",A,,TRUE,TRUE,1280,9,-1,-1,-1,-1,-1,-1,8,1,0,0,400,43,,FE2,,,,,Izel-lès-Hameau,40,,,,,,,,,,,G.K. Williams Summary,,1392
06May17,Night,100,FALSE,Dorignies,Aerodrome,A,,FALSE,FALSE,840,9,-1,-1,-1,-1,-1,-1,8,1,0,0,400,44,,FE2,,,,,Izel-lès-Hameau,40,,,,,,,,,,,G.K. Williams Summary,,1393
06May17,Night,100,FALSE,Dorignies,Factory,I,,FALSE,FALSE,40,9,-1,-1,-1,-1,-1,-1,8,1,0,0,,45,,FE2,,,,,Izel-lès-Hameau,40,,,,,,,,,,,G.K. Williams Summary,,1394
06May17,Night,GB1,,Juniville; Chatelet s/ Retourne; Machault; Warmierville; Pont-Faverger; Bethienville;,5 RR stns; huts,R,,"T.O.2110-0105. 1 Voisin-Canon fired 10x37mm shells at rail stn & huts. War Diary incorrectly implies 37mm shell weighed 5kg instead of 0.5 kg. 19 planes; 20 sorties.  CHANGED ""VOISIN"" TO ""VOISIN8"" BASED ON D&S INFO THAT NO VOISIN 5s REMAINED AFTER DEC1915 - CORROBORATED BY BOMBWGT/PLANE DATA.",,5875,20,,2,,,,,18,0,0,0,,,No,Voisin8,21:10,,,,Villeneuve,,,,,,209,,,,,,GB1 War Diary Image 0151,,1395
07May17,Night,,,Differdange,,,0,ALERT ONLY. LOSS IN PRODUCTION OF IRON @ 498M PER TON.,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,11454,,"Differdingen, Lux.",,NARA 990,,1396
07May17,Night,,,Rumelingen & Ottlingen BF,,,0,"Loss of Fe production at blast furnace computed at 500M per ton (MM, p.494)",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,5500,,Luxembourg,,NARA 990 Roll 58,,1397
09May17,Night,100,FALSE,Dorignies,Aerodrome & Other Targets,A,,TRUE,TRUE,968,6,-1,-1,-1,-1,-1,-1,6,0,0,0,,46,,FE2,,,,,Izel-lès-Hameau,40,,,,,,,,,,,G.K. Williams Summary,,1398
09May17,Night,100,FALSE,Dorignies,Aerodrome,A,,FALSE,FALSE,728,6,-1,-1,-1,-1,-1,-1,6,0,0,0,,47,,FE2,,,,,Izel-lès-Hameau,40,,,,,,,,,,,G.K. Williams Summary,,1399
09May17,Night,100,FALSE,Dorignies,"""Other Targets""",O,,FALSE,FALSE,240,6,-1,-1,-1,-1,-1,-1,6,0,0,0,,48,,FE2,,,,,Izel-lès-Hameau,40,,,,,,,,,,,G.K. Williams Summary,,1400
09May17,Night,GB1,Yes,Unknown,,,,"T.O.2100. Total abort due to fog and strong west wind.  CHANGED ""VOISIN"" TO ""VOISIN8"" BASED ON D&S INFO THAT NO VOISIN 5s REMAINED AFTER DEC1915 - CORROBORATED BY BOMBWGT/PLANE DATA.",,,2,2,,,,,,0,,,,,,,Voisin8,21:00,,,,Villeneuve,,,,,,,,,,,,GB1 War Diary Image 0151,,1401
11May17,Day,GB1,,Varennes (near),Barracks,T,,Mission 0905-1130. 4 biplace Sopwiths. Max altitude 3500 meters.,,264,4,,1,,,,,3,0,1,0,,,No,Sopwith,9:05,11:30,10:17,2.42,Villeneuve,,,,,,12,,,,,,GB1 War Diary Image 0151,,1402
11May17,Day,GB1,,Maure & Somme-Py (between),"""Enemy infrastructure""",T,,"Sopwith that forcelanded w/ mech trouble this day T.O. again at 1335, escorted by a Sopwith of C.43.  GB1 Sopwith dropped 4x120mm bombs; don't know if C.43 a/c did.",,88,1,,,,,,,1,0,0,0,,,No,Sopwith,13:35,,,,Villeneuve,,,,,,4,,,,,,GB1 War Diary Image 0151,,1403
11May17,Night,100,FALSE,Douai,Trains & Searchlight,R,,TRUE,TRUE,432,3,-1,-1,-1,-1,-1,-1,3,0,0,0,1000,49,,FE2,,,,,Izel-lès-Hameau,40,,,,,,,,,,,G.K. Williams Summary,,1404
11May17,Night,100,FALSE,Douai,Trains,R,,FALSE,FALSE,320,3,-1,-1,-1,-1,-1,-1,3,0,0,0,500,50,,FE2,,,,,Izel-lès-Hameau,40,,,,,,,,,,,G.K. Williams Summary,,1405
11May17,Night,100,FALSE,Douai,Searchlight,O,,FALSE,FALSE,112,3,-1,-1,-1,-1,-1,-1,3,0,0,0,1500,51,,FE2,,,,,Izel-lès-Hameau,40,,,,,,,,,,,G.K. Williams Summary,,1406
12May17,Day,"GB1/SOP66,111",,"Maure, Varennes",Rail line & troop billets,T,,T.O. 0715-0745. Biplace Sopwiths,,616,10,,3,,,,,7,0,0,0,,,No,Sopwith,7:15,,,,Villeneuve,,,,,,28,,,,,,GB1 War Diary Image 0152,,1407
13May17,Night,GB1,,"Amagne-Lucquy, Selles, St-Masmes, Pont-Faverger, Warmeriville",RR stns & munitions depots,R,,"Mission 2300-0230.  CHANGED ""VOISIN"" TO ""VOISIN8"" BASED ON D&S INFO THAT NO VOISIN 5s REMAINED AFTER DEC1915 - CORROBORATED BY BOMBWGT/PLANE DATA.",,4356,14,,4,,,,,10,0,0,1,,,No,Voisin8,23:00,3:30,1:15,4.50,Villeneuve,,,,,,144,,,,,,GB1 War Diary Image 0152,,1408
13May17,Night,GB1/VC110,,"Pont-Faverger, Betheniville, St.Hillaire-le-Petit",Troop billets,T,,Mission 0040-0400. Avion-canon fired 12 shells at troop billets. [Esc. VC110 is assumed based on narrative],,15,1,,,,,,,1,0,0,0,,,No,Voisin4,0:40,4:00,2:20,3.33,Villeneuve,,,,,,12,,,,,,GB1 War Diary Image 0153,,1409
17May17,23:45,,,Trier,,,0,"DURING ALERTS, RR TRAFFIC & FACTORY & FOUNDRY WORK STOPPED",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0.5,,,Treves,0.5,NARA 990 Roll 58,,1410
19May17,Night,GB1,,"Juniville, Epoye, Warmeriville, Betheniville; Juniville (S of), Neuville-en-Tourne to Fuy",RR stns?; bivouacs,,,"T.O.2200-0115.  [The bombweight in this record differs from the total given in the report - 2230kg - because it assumes 37mm shells weighed 2 kg each instead of 0.555 kg.] .  CHANGED ""VOISIN"" TO ""VOISIN8"" BASED ON D&S INFO THAT NO VOISIN 5s REMAINED AFTER DEC1915 - CORROBORATED BY BOMBWGT/PLANE DATA.",,4827,15,,3,,,,,12,0,0,0,,,No,Voisin8,22:00,,,,Villeneuve,,,,,,183,,,,,,GB1 War Diary Image 0153,,1411
19May17,23:40,,,Thionville - Rail,,,0,"ALERT ONLY - ""Great traffic interruptions.""",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0.5,,,,0.5,NARA 990,,1412
19May17,Night,,,Differdange,,,0,ALERT ONLY. LOSS IN PRODUCTION OF IRON @ 498M PER TON.,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,8964,,"Differdingen, Lux.",,NARA 990,,1413
19May17,Night,,,Rumelingen & Ottlingen BF,,,0,"Loss of Fe production at blast furnace computed at 500M per ton (MM, p.494)",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,6500,,Luxembourg,,NARA 990 Roll 58,,1414
20May17,Day,"GB1/SOP66,111",,"Betheniville, Pont Faverger",Camps,T,,T.O.1500.  9 air combats,,946,16,,4,,,,,12,0,0,0,,,Yes,Sopwith,15:00,,,,Villeneuve,50,,,,,43,,,,,,GB1 War Diary Image 0153,,1415
20May17,Night,,,Differdange,,,0,ALERT ONLY. LOSS IN PRODUCTION OF IRON @ 498M PER TON.,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,11952,,"Differdingen, Lux.",,NARA 990,,1416
20May17,Night,,,Rumelingen & Ottlingen BF,,,0,"Loss of Fe production at blast furnace computed at 500M per ton (MM, p.494)",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,7500,,Luxembourg,,NARA 990 Roll 58,,1417
23May17,Night,GB1,,"Rethel, Amagne-Lucquy",RR stns,R,,"T.O.0000-0130. Started fire at A-L. 1 plane bombed from 300 meters. [I calculate 2450 kg; War Diary says 2375kg.] .  CHANGED ""VOISIN"" TO ""VOISIN8"" BASED ON D&S INFO THAT NO VOISIN 5s REMAINED AFTER DEC1915 - CORROBORATED BY BOMBWGT/PLANE DATA.",,5390,14,,2,,,,,12,0,0,0,,,No,Voisin8,0:00,,,,Villeneuve,,,,,,173,,,,,,GB1 War Diary Image 0153,,1418
24May17,Day,"GB1/SOP66,111",,Challerange & Mont-Fauxelles; St. Marie a Py to Somme-Py,Rail & camps; railway,R,,T.O.0900-0930. 15 Sopwiths of which 1 was single-seater,,1188,15,,2,,,,,13,0,0,0,,,No,Sopwith,9:00,,,,Villeneuve,,,,,,54,,,,,,GB1 War Diary Image 0154,,1419
24May17,Night,GB1,,Vouziers; Semide & Orfeuille,Rail Stn; Munitions Depots,O,,"T.O. 2155-2340. 1 a/c that did not complete mission was not accounted for in War Diary so numbers here don't add up.  Also the total bomb wgt in the War Diary doesn't match the numbers of bombs (180x120mm & 48x155mm), so I'm not using the War Diary total.  CHANGED ""VOISIN"" TO ""VOISIN8"" BASED ON D&S INFO THAT NO VOISIN 5s REMAINED AFTER DEC1915 - CORROBORATED BY BOMBWGT/PLANE DATA.",,6600,13,,1,,,,,11,0,1,2,,,Yes,Voisin8,21:55,,,,Villeneuve,,,,,,228,,,,,,GB1 War Diary Image 0154,,1420
24May17,Night,,,Differdange,,,0,ALERT ONLY. LOSS IN PRODUCTION OF IRON @ 498M PER TON.,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,20916,,"Differdingen, Lux.",,NARA 990,,1421
24May17,Night,,,Rumelingen & Ottlingen BF,,,0,"Loss of Fe production at blast furnace computed at 500M per ton (MM, p.494)",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,11000,,Luxembourg,,NARA 990 Roll 58,,1422
25May17,Night,MF25,,Conflans,,,,,,,,,,,,,,,,,,,,,,,,,,Maulan,70,,,,,,,,,,,,,1423
